Row,Author,Location,Country,Mult.country,Habitat.type,Moment,Species.English,Species.scientific,Host.taxonomic.class,Sampling.method,Sampletype,Method.of.detection,Pathogen,Hosts.studied,Host.positive,Infection.prevalence.host,Genospecies.identification,Any.SD..SE.or.CI.given,Note.on.confidence,Same.animals.T.BF,Same.reference,Multiple.species,Notes,Birds,Additional.data.email,Data.collection,Double.ext
349,"Szekeres et al., 2015","Gemenc (46°07′N, 18°46′E)",Hungary,No,Floodplain habitat,July 2010 - May 2013,Harvest mouse,Micromys minutus,Mammal,Scientific capturing,Skin,Multiplex qPCR,B. burgdorferi s.l.,3,0,0.00,NA,No,NA,BF,"Szekeres et al., 2015",No,,No birds,No,L,No
350,"Szekeres et al., 2015","Gemenc (46°07′N, 18°46′E)",Hungary,No,Floodplain habitat,July 2010 - May 2013,House mouse,Mus musculus,Mammal,Scientific capturing,Skin and spleen,Multiplex qPCR,B. burgdorferi s.l.,8,0,0.00,NA,No,NA,BF,"Szekeres et al., 2015",No,,No birds,No,L,No
351,"Szekeres et al., 2019","Szentendre, Budapest, Hajdúböszörmény, Kalocsa, Szigetszentmiklós, Kunpeszér, Balatonkenese",Hungary,No,Urban,April - August 2015 ,Northern white-breasted hedgehog,Erinaceus roumanicus,Mammal,Road-killed ,"Skin, muscle, spleen, blood, liver, heart",qPCR,B. burgdorferi s.l.,23,6,0.26,Yes,No,NA,BF,"Szekeres et al., 2019",No,,No birds,No,L,No
352,"Szekeres et al., 2019",Budapest,Hungary,No,Urban,April - August 2015 ,Beech marten,Martes foina,Mammal,Road-killed ,Skin and muscle,qPCR,B. burgdorferi s.l.,1,0,0.00,NA,No,NA,BF,"Szekeres et al., 2019",No,,No birds,No,L,No
353,"Szekeres et al., 2019",Budapest,Hungary,No,Urban,April - August 2015,House mouse,Mus musculus,Mammal,Road-killed ,"Skin, muscle and spleen",qPCR,B. burgdorferi s.l.,2,0,0.00,NA,No,NA,BF,"Szekeres et al., 2019",No,,No birds,No,L,No
354,"Szekeres et al., 2019",Eger ,Hungary,No,Urban,April - August 2015,Lesser white-toothed shrew,Crocidura suaveolens,Mammal,Found dead,"Skin, muscle and spleen",qPCR,B. burgdorferi s.l.,1,0,0.00,NA,No,NA,BF,"Szekeres et al., 2019",No,,No birds,No,L,No
355,"Szekeres et al., 2019",Budapest and Balatonakarattya,Hungary,No,Urban,April - August 2015,Eurasian red squirrel,Sciurus vulgaris,Mammal,Road-killed ,"Skin, blood, spleen and muscle",qPCR,B. burgdorferi s.l.,2,1,0.50,No,No,NA,BF,"Szekeres et al., 2019",No,,No birds,No,L,No
356,"Szekeres et al., 2019",Margaret Island and Solymár,Hungary,No,Urban,April - August 2015,European mole,Talpa europaea,Mammal,Found dead,"Skin, blood, spleen, liver and muscle",qPCR,B. burgdorferi s.l.,4,0,0.00,NA,No,NA,BF,"Szekeres et al., 2019",No,,No birds,No,L,No
357,"Szekeres et al., 2019",Budakeszi,Hungary,No,Urban,April - August 2015,Least weasel,Mustela nivalis,Mammal,Found dead,"Skin, blood, spleen and muscle",qPCR,B. burgdorferi s.l.,1,0,0.00,NA,No,NA,BF,"Szekeres et al., 2019",No,,No birds,No,L,No
358,"Szekeres et al., 2019",Budapest,Hungary,No,Urban,April - August 2015,European roe deer,Capreolus capreolus,Mammal,Road-killed ,"Skin, spleen, thymus",qPCR,B. burgdorferi s.l. ,1,0,0.00,NA,No,NA,BF,"Szekeres et al., 2019",No,,No birds,No,L,No
359,"Tomassone et al., 2017","Tuscan Emilian Apennine National Park (44°12′N, 10°22′E)",Italy,No,Open meadows with rocks and bushes; hiking trails with stone walls and tall grass; areas of exposed rocks and mixed deciduous woods; gravelly soil areas with scarce vegetation,April - August 2011-2013,Common wall lizard,Podarcis muralis,Reptile ,Scientific capturing,Tail  ,PCR,B. burgdorferi s.l.,16,0,0.00,NA,No,NA,BF,"Tomassone et al., 2017",No,,No birds,No,L,No
360,"Vichova et al., 2016",Liptovská Mara,Slovakia ,No,NA,NA,Great cormorant,Phalacrocorax carbo,Bird,Hunting,Skeleton muscle,PCR,B. burgdorferi s.l.,32,0,0.00,NA,No,NA,No,NA,No,,Migratory birds,No,L,No
361,"Vourch et al., 2007",Senart forest,France,No,,,Long-tailed field mouse,Apodemus sylvaticus,Mammal,,Ear biopsy,PCR-RFLP,B. burgdorferi s.l.,31,0,0.00,NA,,,,,No,,No birds,,H,Yes
362,"Vourch et al., 2007",Senart forest,France,No,,,Bank vole,Myodes glareolus,Mammal,,Ear biopsy,PCR-RFLP,B. burgdorferi s.l.,64,9,0.14,Yes,,,,,No,,No birds,,H,Yes
363,"Vourch et al., 2007",Senart forest,France,No,,,Siberian chipmunk,Tamias sibiricus,Mammal,,Ear biopsy,PCR-RFLP,B. burgdorferi s.l.,33,11,0.33,Yes,,,,,No,,No birds,,H,Yes
364,"Wodecka et al., 2016","Poniec, Sieraków and Oborniki",Poland,No,NA,September - November 2009-2011,Raccoon dog,Nyctereutes procyonoides,Mammal,Hunting,"Blood, liver, skin",Nested PCR,B. burgdorferi s.l.,28,7,0.25,Yes,No,NA,BF,"Wodecka et al., 2016",No,,No birds,No,L,No
365,"Wodecka et al., 2016","Poniec, Sieraków and Oborniki",Poland,No,NA,September - November 2009-2011,European badger,Meles meles,Mammal,Hunting,"Blood, liver, skin",Nested PCR,B. burgdorferi s.l.,34,4,0.12,Yes,No,NA,BF,"Wodecka et al., 2016",No,,No birds,No,L,No
366,"Zhong et al., 2019",Revinge area,Sweden ,No,NA,August - September 2015-2016,Bank vole,Myodes glareolus,Mammal,Scientific capturing,"Ear, heart and joint",qPCR,B. afzelii,69,23,0.33,No,No,NA,No,NA,No,,No birds,No,L,No
367,"Zhong et al., 2019",Revinge area,Sweden ,No,NA,August - September 2015-2016,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,"Ear, heart and joint",qPCR,B. afzelii,32,19,0.59,No,No,NA,No,NA,No,,No birds,No,L,No
368,"Zhong et al., 2019",Revinge area,Sweden ,No,NA,August - September 2015-2016,Common shrew,Sorex araneus,Mammal,Scientific capturing,"Ear, heart and joint",qPCR,B. afzelii,15,8,0.53,No,No,NA,No,NA,No,,No birds,No,L,No
369,"Zhong et al., 2019",Revinge area,Sweden ,No,NA,August - September 2015-2016,Eurasian pygmy shrew,Sorex minutus,Mammal,Scientific capturing,"Ear, heart and joint",qPCR,B. afzelii,11,0,0.00,NA,No,NA,No,NA,No,,No birds,No,L,No
